gene_ID,transcript_ID,protein_ID
LOC118416761,XM_035821992.1,XP_035677885.1
LOC118416762,XM_035821993.1,XP_035677886.1
LOC118416763,XM_035821994.1,XP_035677887.1
LOC118416765,XM_035821997.1,XP_035677890.1
LOC118416766,XM_035821998.1,XP_035677891.1
LOC118416767,XM_035822002.1,XP_035677895.1
LOC118416768,XM_035822003.1,XP_035677896.1
LOC118416769,XM_035822004.1,XP_035677897.1
LOC118416770,XM_035822010.1,XP_035677903.1
LOC118416771,XM_035822011.1,XP_035677904.1
LOC118416772,XM_035822012.1,XP_035677905.1
LOC118416773,XM_035822013.1,XP_035677906.1
LOC118416774,XM_035822016.1,XP_035677909.1
LOC118416775,XM_035822019.1,XP_035677912.1
LOC118416777,XM_035822021.1,XP_035677914.1
LOC118416778,XM_035822024.1,XP_035677917.1
LOC118416780,XM_035822025.1,XP_035677918.1
LOC118416781,XM_035822027.1,XP_035677920.1
LOC118416782,XM_035822028.1,XP_035677921.1
LOC118416784,XM_035822029.1,XP_035677922.1
LOC118416787,XM_035822031.1,XP_035677924.1
LOC118416788,XM_035822035.1,XP_035677928.1
LOC118416789,XM_035822036.1,XP_035677929.1
LOC118416790,XM_035822038.1,XP_035677931.1
LOC118416791,XM_035822039.1,XP_035677932.1
LOC118416792,XM_035822040.1,XP_035677933.1
LOC118416793,XM_035822042.1,XP_035677935.1
LOC118416794,XM_035822044.1,XP_035677937.1
LOC118416795,XM_035822046.1,XP_035677939.1
LOC118416796,XM_035822047.1,XP_035677940.1
LOC118416797,XM_035822048.1,XP_035677941.1
LOC118416798,XM_035822049.1,XP_035677942.1
LOC118416800,XM_035822051.1,XP_035677944.1
LOC118416804,XM_035822054.1,XP_035677947.1
LOC118416805,XM_035822063.1,XP_035677956.1
LOC118416806,XM_035822061.1,XP_035677954.1
LOC118416807,XM_035822062.1,XP_035677955.1
LOC118416808,XM_035822064.1,XP_035677957.1
LOC118416809,XM_035822066.1,XP_035677959.1
LOC118416810,XM_035822071.1,XP_035677964.1
LOC118416811,XM_035822072.1,XP_035677965.1
LOC118416812,XM_035822076.1,XP_035677969.1
LOC118416813,XM_035822073.1,XP_035677966.1
LOC118416814,XM_035822075.1,XP_035677968.1
LOC118416815,XM_035822077.1,XP_035677970.1
LOC118416816,XM_035822078.1,XP_035677971.1
LOC118416817,XM_035822079.1,XP_035677972.1
LOC118416818,XM_035822080.1,XP_035677973.1
LOC118416819,XM_035822081.1,XP_035677974.1
LOC118416820,XM_035822082.1,XP_035677975.1
LOC118416821,XM_035822087.1,XP_035677980.1
LOC118416822,XM_035822083.1,XP_035677976.1
LOC118416823,XM_035822086.1,XP_035677979.1
LOC118416824,XM_035822089.1,XP_035677982.1
LOC118416825,XM_035822090.1,XP_035677983.1
LOC118416826,XM_035822091.1,XP_035677984.1
LOC118416827,XM_035822092.1,XP_035677985.1
LOC118416828,XM_035822093.1,XP_035677986.1
LOC118416829,XM_035822094.1,XP_035677987.1
LOC118416830,XM_035822100.1,XP_035677993.1
LOC118416831,XM_035822099.1,XP_035677992.1
LOC118416832,XM_035822101.1,XP_035677994.1
LOC118416833,XM_035822102.1,XP_035677995.1
LOC118416834,XM_035822103.1,XP_035677996.1
LOC118416835,XM_035822143.1,XP_035678036.1
LOC118416836,XM_035822104.1,XP_035677997.1
LOC118416838,XM_035822107.1,XP_035678000.1
LOC118416839,XM_035822111.1,XP_035678004.1
LOC118416840,XM_035822109.1,XP_035678002.1
LOC118416841,XM_035822110.1,XP_035678003.1
LOC118416842,XM_035822112.1,XP_035678005.1
LOC118416843,XM_035822116.1,XP_035678009.1
LOC118416844,XM_035822117.1,XP_035678010.1
LOC118416845,XM_035822118.1,XP_035678011.1
LOC118416846,XM_035822119.1,XP_035678012.1
LOC118416847,XM_035822123.1,XP_035678016.1
LOC118416848,XM_035822120.1,XP_035678013.1
LOC118416849,XM_035822121.1,XP_035678014.1
LOC118416850,XM_035822122.1,XP_035678015.1
LOC118416851,XM_035822124.1,XP_035678017.1
LOC118416852,XM_035822126.1,XP_035678019.1
LOC118416853,XM_035822127.1,XP_035678020.1
LOC118416854,XM_035822129.1,XP_035678022.1
LOC118416855,XM_035822130.1,XP_035678023.1
LOC118416856,XM_035822131.1,XP_035678024.1
LOC118416857,XM_035822135.1,XP_035678028.1
LOC118416858,XM_035822133.1,XP_035678026.1
LOC118416859,XM_035822134.1,XP_035678027.1
LOC118416860,XM_035822136.1,XP_035678029.1
LOC118416861,XM_035822137.1,XP_035678030.1
LOC118416862,XM_035822138.1,XP_035678031.1
LOC118416863,XM_035822139.1,XP_035678032.1
LOC118416864,XM_035822140.1,XP_035678033.1
LOC118416865,XM_035822141.1,XP_035678034.1
LOC118416866,XM_035822142.1,XP_035678035.1
LOC118416867,XM_035822147.1,XP_035678040.1
LOC118416868,XM_035822145.1,XP_035678038.1
LOC118416869,XM_035822146.1,XP_035678039.1
LOC118416875,XM_035822148.1,XP_035678041.1
LOC118416876,XM_035822149.1,XP_035678042.1
LOC118416877,XM_035822150.1,XP_035678043.1
LOC118416878,XM_035822151.1,XP_035678044.1
LOC118416879,XM_035822153.1,XP_035678046.1
LOC118416880,XM_035822159.1,XP_035678052.1
LOC118416881,XM_035822160.1,XP_035678053.1
LOC118416882,XM_035822164.1,XP_035678057.1
LOC118416883,XM_035822161.1,XP_035678054.1
LOC118416885,XM_035822162.1,XP_035678055.1
LOC118416886,XM_035822163.1,XP_035678056.1
LOC118416887,XM_035822165.1,XP_035678058.1
LOC118416888,XM_035822168.1,XP_035678061.1
LOC118416889,XM_035822169.1,XP_035678062.1
LOC118416890,XM_035822171.1,XP_035678064.1
LOC118416891,XM_035822172.1,XP_035678065.1
LOC118416892,XM_035822174.1,XP_035678067.1
LOC118416893,XM_035822175.1,XP_035678068.1
LOC118416894,XM_035822178.1,XP_035678071.1
LOC118416895,XM_035822180.1,XP_035678073.1
LOC118416896,XM_035822181.1,XP_035678074.1
LOC118416897,XM_035822182.1,XP_035678075.1
LOC118416898,XM_035822183.1,XP_035678076.1
LOC118416899,XM_035822184.1,XP_035678077.1
LOC118416900,XM_035822185.1,XP_035678078.1
LOC118416901,XM_035822188.1,XP_035678081.1
LOC118416902,XM_035822189.1,XP_035678082.1
LOC118416903,XM_035822190.1,XP_035678083.1
LOC118416906,XM_035822191.1,XP_035678084.1
LOC118416907,XM_035822192.1,XP_035678085.1
LOC118416908,XM_035822194.1,XP_035678087.1
LOC118416909,XM_035822195.1,XP_035678088.1
LOC118416910,XM_035822196.1,XP_035678089.1
LOC118416911,XM_035822197.1,XP_035678090.1
LOC118416912,XM_035822198.1,XP_035678091.1
LOC118416913,XM_035822199.1,XP_035678092.1
LOC118416914,XM_035822201.1,XP_035678094.1
LOC118416915,XM_035822202.1,XP_035678095.1
LOC118416916,XM_035822205.1,XP_035678098.1
LOC118416917,XM_035822208.1,XP_035678101.1
LOC118416918,XM_035822211.1,XP_035678104.1
LOC118416919,XM_035822215.1,XP_035678108.1
LOC118416920,XM_035822260.1,XP_035678153.1
LOC118416921,XM_035822221.1,XP_035678114.1
LOC118416922,XM_035822223.1,XP_035678116.1
LOC118416923,XM_035822225.1,XP_035678118.1
LOC118416924,XM_035822226.1,XP_035678119.1
LOC118416925,XM_035822227.1,XP_035678120.1
LOC118416926,XM_035822232.1,XP_035678125.1
LOC118416927,XM_035822233.1,XP_035678126.1
LOC118416928,XM_035822235.1,XP_035678128.1
LOC118416929,XM_035822237.1,XP_035678130.1
LOC118416931,XM_035822239.1,XP_035678132.1
LOC118416933,XM_035822240.1,XP_035678133.1
LOC118416934,XM_035822250.1,XP_035678143.1
LOC118416935,XM_035822251.1,XP_035678144.1
LOC118416936,XM_035822252.1,XP_035678145.1
LOC118416937,XM_035822256.1,XP_035678149.1
LOC118416938,XM_035822253.1,XP_035678146.1
LOC118416939,XM_035822254.1,XP_035678147.1
LOC118416940,XM_035822255.1,XP_035678148.1
LOC118416941,XM_035822257.1,XP_035678150.1
LOC118416942,XM_035822258.1,XP_035678151.1
LOC118416945,XM_035822261.1,XP_035678154.1
LOC118416947,XM_035822264.1,XP_035678157.1
LOC118416948,XM_035822265.1,XP_035678158.1
LOC118416950,XM_035822266.1,XP_035678159.1
LOC118416976,XM_035822271.1,XP_035678164.1
LOC118416978,XM_035822269.1,XP_035678162.1
LOC118416979,XM_035822270.1,XP_035678163.1
LOC118416981,XM_035822272.1,XP_035678165.1
LOC118416982,XM_035822276.1,XP_035678169.1
LOC118416983,XM_035822278.1,XP_035678171.1
LOC118416984,XM_035822280.1,XP_035678173.1
LOC118416985,XM_035822285.1,XP_035678178.1
LOC118416986,XM_035822281.1,XP_035678174.1
LOC118416987,XM_035822289.1,XP_035678182.1
LOC118416988,XM_035822291.1,XP_035678184.1
LOC118416989,XM_035822299.1,XP_035678192.1
LOC118416990,XM_035822303.1,XP_035678196.1
LOC118416991,XM_035822305.1,XP_035678198.1
LOC118416992,XM_035822306.1,XP_035678199.1
LOC118416993,XM_035822307.1,XP_035678200.1
LOC118416994,XM_035822312.1,XP_035678205.1
LOC118416995,XM_035822313.1,XP_035678206.1
LOC118416996,XM_035822325.1,XP_035678218.1
LOC118416997,XM_035822314.1,XP_035678207.1
LOC118416998,XM_035822315.1,XP_035678208.1
LOC118416999,XM_035822318.1,XP_035678211.1
LOC118417000,XM_035822319.1,XP_035678212.1
LOC118417002,XM_035822320.1,XP_035678213.1
LOC118417003,XM_035822321.1,XP_035678214.1
LOC118417004,XM_035822322.1,XP_035678215.1
LOC118417005,XM_035822323.1,XP_035678216.1
LOC118417006,XM_035822371.1,XP_035678264.1
LOC118417007,XM_035822326.1,XP_035678219.1
LOC118417008,XM_035822327.1,XP_035678220.1
LOC118417010,XM_035822333.1,XP_035678226.1
LOC118417011,XM_035822338.1,XP_035678231.1
LOC118417012,XM_035822335.1,XP_035678228.1
LOC118417013,XM_035822337.1,XP_035678230.1
LOC118417015,XM_035822339.1,XP_035678232.1
LOC118417016,XM_035822340.1,XP_035678233.1
LOC118417017,XM_035822341.1,XP_035678234.1
LOC118417018,XM_035822342.1,XP_035678235.1
LOC118417019,XM_035822350.1,XP_035678243.1
LOC118417020,XM_035822351.1,XP_035678244.1
LOC118417021,XM_035822352.1,XP_035678245.1
LOC118417022,XM_035822354.1,XP_035678247.1
LOC118417023,XM_035822365.1,XP_035678258.1
LOC118417024,XM_035822369.1,XP_035678262.1
LOC118417025,XM_035822372.1,XP_035678265.1
LOC118417026,XM_035822373.1,XP_035678266.1
LOC118417027,XM_035822374.1,XP_035678267.1
LOC118417028,XM_035822379.1,XP_035678272.1
LOC118417029,XM_035822375.1,XP_035678268.1
LOC118417030,XM_035822376.1,XP_035678269.1
LOC118417031,XM_035822377.1,XP_035678270.1
LOC118417032,XM_035822387.1,XP_035678280.1
LOC118417033,XM_035822392.1,XP_035678285.1
LOC118417034,XM_035822389.1,XP_035678282.1
LOC118417035,XM_035822390.1,XP_035678283.1
LOC118417037,XM_035822391.1,XP_035678284.1
LOC118417038,XM_035822393.1,XP_035678286.1
LOC118417040,XM_035822395.1,XP_035678288.1
LOC118417041,XM_035822396.1,XP_035678289.1
LOC118417044,XM_035822400.1,XP_035678293.1
LOC118417045,XM_035822401.1,XP_035678294.1
LOC118417046,XM_035822403.1,XP_035678296.1
LOC118417047,XM_035822404.1,XP_035678297.1
LOC118417048,XM_035822405.1,XP_035678298.1
LOC118417049,XM_035822410.1,XP_035678303.1
LOC118417050,XM_035822406.1,XP_035678299.1
LOC118417051,XM_035822407.1,XP_035678300.1
LOC118417052,XM_035822409.1,XP_035678302.1
LOC118417055,XM_035822411.1,XP_035678304.1
LOC118417056,XM_035822415.1,XP_035678308.1
LOC118417057,XM_035822416.1,XP_035678309.1
LOC118417058,XM_035822430.1,XP_035678323.1
LOC118417059,XM_035822417.1,XP_035678310.1
LOC118417060,XM_035822418.1,XP_035678311.1
LOC118417061,XM_035822421.1,XP_035678314.1
LOC118417062,XM_035822425.1,XP_035678318.1
LOC118417063,XM_035822431.1,XP_035678324.1
LOC118417064,XM_035822432.1,XP_035678325.1
LOC118417066,XM_035822433.1,XP_035678326.1
LOC118417067,XM_035822441.1,XP_035678334.1
LOC118417068,XM_035822439.1,XP_035678332.1
LOC118417069,XM_035822440.1,XP_035678333.1
LOC118417070,XM_035822442.1,XP_035678335.1
LOC118417071,XM_035822443.1,XP_035678336.1
LOC118417072,XM_035822445.1,XP_035678338.1
LOC118417073,XM_035822447.1,XP_035678340.1
LOC118417074,XM_035822448.1,XP_035678341.1
LOC118417075,XM_035822493.1,XP_035678386.1
LOC118417076,XM_035822450.1,XP_035678343.1
LOC118417077,XM_035822451.1,XP_035678344.1
LOC118417078,XM_035822472.1,XP_035678365.1
LOC118417079,XM_035822459.1,XP_035678352.1
LOC118417080,XM_035822470.1,XP_035678363.1
LOC118417081,XM_035822471.1,XP_035678364.1
LOC118417082,XM_035822474.1,XP_035678367.1
LOC118417083,XM_035822477.1,XP_035678370.1
LOC118417084,XM_035822478.1,XP_035678371.1
LOC118417085,XM_035822479.1,XP_035678372.1
LOC118417086,XM_035822480.1,XP_035678373.1
LOC118417087,XM_035822485.1,XP_035678378.1
LOC118417088,XM_035822483.1,XP_035678376.1
LOC118417089,XM_035822486.1,XP_035678379.1
LOC118417090,XM_035822488.1,XP_035678381.1
LOC118417091,XM_035822489.1,XP_035678382.1
LOC118417092,XM_035822490.1,XP_035678383.1
LOC118417093,XM_035822494.1,XP_035678387.1
LOC118417094,XM_035822498.1,XP_035678391.1
LOC118417095,XM_035822495.1,XP_035678388.1
LOC118417096,XM_035822496.1,XP_035678389.1
LOC118417097,XM_035822497.1,XP_035678390.1
LOC118417098,XM_035822499.1,XP_035678392.1
LOC118417099,XM_035822500.1,XP_035678393.1
LOC118417100,XM_035822501.1,XP_035678394.1
LOC118417101,XM_035822502.1,XP_035678395.1
LOC118417102,XM_035822503.1,XP_035678396.1
LOC118417103,XM_035822504.1,XP_035678397.1
LOC118417104,XM_035822508.1,XP_035678401.1
LOC118417105,XM_035822505.1,XP_035678398.1
LOC118417106,XM_035822506.1,XP_035678399.1
LOC118417107,XM_035822507.1,XP_035678400.1
LOC118417108,XM_035822509.1,XP_035678402.1
LOC118417109,XM_035822510.1,XP_035678403.1
LOC118417110,XM_035822511.1,XP_035678404.1
LOC118417111,XM_035822512.1,XP_035678405.1
LOC118417112,XM_035822513.1,XP_035678406.1
LOC118417113,XM_035822514.1,XP_035678407.1
LOC118417114,XM_035822519.1,XP_035678412.1
LOC118417115,XM_035822515.1,XP_035678408.1
LOC118417116,XM_035822516.1,XP_035678409.1
LOC118417117,XM_035822517.1,XP_035678410.1
LOC118417118,XM_035822524.1,XP_035678417.1
LOC118417119,XM_035822525.1,XP_035678418.1
LOC118417120,XM_035822526.1,XP_035678419.1
LOC118417121,XM_035822529.1,XP_035678422.1
LOC118417122,XM_035822532.1,XP_035678425.1
LOC118417123,XM_035822533.1,XP_035678426.1
LOC118417124,XM_035822534.1,XP_035678427.1
LOC118417125,XM_035822535.1,XP_035678428.1
LOC118417126,XM_035822536.1,XP_035678429.1
LOC118417127,XM_035822539.1,XP_035678432.1
LOC118417129,XM_035822537.1,XP_035678430.1
LOC118417130,XM_035822538.1,XP_035678431.1
LOC118417131,XM_035822540.1,XP_035678433.1
LOC118417134,XM_035822541.1,XP_035678434.1
LOC118417136,XM_035822542.1,XP_035678435.1
LOC118417137,XM_035822543.1,XP_035678436.1
LOC118417138,XM_035822544.1,XP_035678437.1
LOC118417139,XM_035822548.1,XP_035678441.1
LOC118417140,XM_035822545.1,XP_035678438.1
LOC118417141,XM_035822546.1,XP_035678439.1
LOC118417142,XM_035822549.1,XP_035678442.1
LOC118417143,XM_035822551.1,XP_035678444.1
LOC118417145,XM_035822552.1,XP_035678445.1
LOC118417146,XM_035822556.1,XP_035678449.1
LOC118417147,XM_035822560.1,XP_035678453.1
LOC118417148,XM_035822559.1,XP_035678452.1
LOC118417149,XM_035822561.1,XP_035678454.1
LOC118417151,XM_035822562.1,XP_035678455.1
LOC118417152,XM_035822611.1,XP_035678504.1
LOC118417153,XM_035822574.1,XP_035678467.1
LOC118417154,XM_035822571.1,XP_035678464.1
LOC118417155,XM_035822572.1,XP_035678465.1
LOC118417156,XM_035822577.1,XP_035678470.1
LOC118417157,XM_035822578.1,XP_035678471.1
LOC118417158,XM_035822579.1,XP_035678472.1
LOC118417160,XM_035822580.1,XP_035678473.1
LOC118417161,XM_035822581.1,XP_035678474.1
LOC118417162,XM_035822585.1,XP_035678478.1
LOC118417163,XM_035822584.1,XP_035678477.1
LOC118417164,XM_035822586.1,XP_035678479.1
LOC118417165,XM_035822587.1,XP_035678480.1
LOC118417166,XM_035822590.1,XP_035678483.1
LOC118417167,XM_035822592.1,XP_035678485.1
LOC118417168,XM_035822593.1,XP_035678486.1
LOC118417169,XM_035822599.1,XP_035678492.1
LOC118417170,XM_035822594.1,XP_035678487.1
LOC118417171,XM_035822607.1,XP_035678500.1
LOC118417173,XM_035822612.1,XP_035678505.1
LOC118417175,XM_035822608.1,XP_035678501.1
LOC118417176,XM_035822609.1,XP_035678502.1
LOC118417177,XM_035822613.1,XP_035678506.1
LOC118417178,XM_035822618.1,XP_035678511.1
LOC118417179,XM_035822625.1,XP_035678518.1
LOC118417180,XM_035822622.1,XP_035678515.1
LOC118417181,XM_035822623.1,XP_035678516.1
LOC118417182,XM_035822624.1,XP_035678517.1
LOC118417183,XM_035822626.1,XP_035678519.1
LOC118417184,XM_035822627.1,XP_035678520.1
LOC118417185,XM_035822628.1,XP_035678521.1
LOC118417186,XM_035822632.1,XP_035678525.1
LOC118417187,XM_035822633.1,XP_035678526.1
LOC118417188,XM_035822636.1,XP_035678529.1
LOC118417189,XM_035822638.1,XP_035678531.1
LOC118417190,XM_035822639.1,XP_035678532.1
LOC118417191,XM_035822640.1,XP_035678533.1
LOC118417192,XM_035822641.1,XP_035678534.1
LOC118417193,XM_035822645.1,XP_035678538.1
LOC118417194,XM_035822647.1,XP_035678540.1
LOC118417195,XM_035822648.1,XP_035678541.1
LOC118417196,XM_035822650.1,XP_035678543.1
LOC118417197,XM_035822652.1,XP_035678545.1
LOC118417198,XM_035822655.1,XP_035678548.1
LOC118417199,XM_035822659.1,XP_035678552.1
LOC118417201,XM_035822660.1,XP_035678553.1
LOC118417207,XM_035822661.1,XP_035678554.1
LOC118417208,XM_035822663.1,XP_035678556.1
LOC118417209,XM_035822666.1,XP_035678559.1
LOC118417211,XM_035822670.1,XP_035678563.1
LOC118417213,XM_035822668.1,XP_035678561.1
LOC118417214,XM_035822669.1,XP_035678562.1
LOC118417215,XM_035822671.1,XP_035678564.1
LOC118417216,XM_035822674.1,XP_035678567.1
LOC118417217,XM_035822676.1,XP_035678569.1
LOC118417218,XM_035822683.1,XP_035678576.1
LOC118417219,XM_035822679.1,XP_035678572.1
LOC118417220,XM_035822681.1,XP_035678574.1
LOC118417221,XM_035822684.1,XP_035678577.1
LOC118417222,XM_035822685.1,XP_035678578.1
LOC118417224,XM_035822686.1,XP_035678579.1
LOC118417225,XM_035822688.1,XP_035678581.1
LOC118417226,XM_035822689.1,XP_035678582.1
LOC118417227,XM_035822733.1,XP_035678626.1
LOC118417228,XM_035822692.1,XP_035678585.1
LOC118417230,XM_035822693.1,XP_035678586.1
LOC118417231,XM_035822696.1,XP_035678589.1
LOC118417234,XM_035822699.1,XP_035678592.1
LOC118417235,XM_035822700.1,XP_035678593.1
LOC118417236,XM_035822701.1,XP_035678594.1
LOC118417237,XM_035822703.1,XP_035678596.1
LOC118417238,XM_035822710.1,XP_035678603.1
LOC118417239,XM_035822706.1,XP_035678599.1
LOC118417240,XM_035822709.1,XP_035678602.1
LOC118417241,XM_035822712.1,XP_035678605.1
LOC118417242,XM_035822718.1,XP_035678611.1
LOC118417243,XM_035822719.1,XP_035678612.1
LOC118417244,XM_035822723.1,XP_035678616.1
LOC118417245,XM_035822720.1,XP_035678613.1
LOC118417246,XM_035822722.1,XP_035678615.1
LOC118417247,XM_035822725.1,XP_035678618.1
LOC118417248,XM_035822729.1,XP_035678622.1
LOC118417249,XM_035822737.1,XP_035678630.1
LOC118417250,XM_035822734.1,XP_035678627.1
LOC118417251,XM_035822735.1,XP_035678628.1
LOC118417252,XM_035822736.1,XP_035678629.1
LOC118417253,XM_035822738.1,XP_035678631.1
LOC118417254,XM_035822739.1,XP_035678632.1
LOC118417255,XM_035822740.1,XP_035678633.1
LOC118417256,XM_035822741.1,XP_035678634.1
LOC118417257,XM_035822742.1,XP_035678635.1
LOC118417258,XM_035822743.1,XP_035678636.1
LOC118417259,XM_035822745.1,XP_035678638.1
LOC118417260,XM_035822748.1,XP_035678641.1
LOC118417261,XM_035822747.1,XP_035678640.1
LOC118417262,XM_035822749.1,XP_035678642.1
LOC118417263,XM_035822751.1,XP_035678644.1
LOC118417264,XM_035822759.1,XP_035678652.1
LOC118417265,XM_035822762.1,XP_035678655.1
LOC118417266,XM_035822763.1,XP_035678656.1
LOC118417267,XM_035822764.1,XP_035678657.1
LOC118417268,XM_035822765.1,XP_035678658.1
LOC118417269,XM_035822769.1,XP_035678662.1
LOC118417270,XM_035822770.1,XP_035678663.1
LOC118417271,XM_035822774.1,XP_035678667.1
LOC118417272,XM_035822775.1,XP_035678668.1
LOC118417273,XM_035822789.1,XP_035678682.1
LOC118417274,XM_035822777.1,XP_035678670.1
LOC118417275,XM_035822781.1,XP_035678674.1
LOC118417276,XM_035822782.1,XP_035678675.1
LOC118417277,XM_035822788.1,XP_035678681.1
LOC118417278,XM_035822790.1,XP_035678683.1
LOC118417279,XM_035822791.1,XP_035678684.1
LOC118417284,XM_035822792.1,XP_035678685.1
LOC118417287,XM_035822794.1,XP_035678687.1
LOC118417293,XM_035822795.1,XP_035678688.1
LOC118417294,XM_035822797.1,XP_035678690.1
LOC118417295,XM_035822811.1,XP_035678704.1
LOC118417296,XM_035822798.1,XP_035678691.1
LOC118417297,XM_035822799.1,XP_035678692.1
LOC118417298,XM_035822804.1,XP_035678697.1
LOC118417299,XM_035822805.1,XP_035678698.1
LOC118417300,XM_035822850.1,XP_035678743.1
LOC118417301,XM_035822817.1,XP_035678710.1
LOC118417302,XM_035822819.1,XP_035678712.1
LOC118417303,XM_035822825.1,XP_035678718.1
LOC118417304,XM_035822823.1,XP_035678716.1
LOC118417305,XM_035822826.1,XP_035678719.1
LOC118417306,XM_035822827.1,XP_035678720.1
LOC118417307,XM_035822828.1,XP_035678721.1
LOC118417308,XM_035822829.1,XP_035678722.1
LOC118417309,XM_035822834.1,XP_035678727.1
LOC118417310,XM_035822835.1,XP_035678728.1
LOC118417311,XM_035822836.1,XP_035678729.1
LOC118417312,XM_035822837.1,XP_035678730.1
LOC118417313,XM_035822838.1,XP_035678731.1
LOC118417314,XM_035822839.1,XP_035678732.1
LOC118417315,XM_035822843.1,XP_035678736.1
LOC118417316,XM_035822840.1,XP_035678733.1
LOC118417317,XM_035822841.1,XP_035678734.1
LOC118417318,XM_035822842.1,XP_035678735.1
LOC118417319,XM_035822844.1,XP_035678737.1
LOC118417320,XM_035822845.1,XP_035678738.1
LOC118417322,XM_035822846.1,XP_035678739.1
LOC118417323,XM_035822851.1,XP_035678744.1
LOC118417324,XM_035822856.1,XP_035678749.1
LOC118417325,XM_035822852.1,XP_035678745.1
LOC118417326,XM_035822858.1,XP_035678751.1
LOC118417327,XM_035822864.1,XP_035678757.1
LOC118417328,XM_035822865.1,XP_035678758.1
LOC118417329,XM_035822869.1,XP_035678762.1
LOC118417330,XM_035822866.1,XP_035678759.1
LOC118417331,XM_035822867.1,XP_035678760.1
LOC118417332,XM_035822870.1,XP_035678763.1
LOC118417333,XM_035822872.1,XP_035678765.1
LOC118417334,XM_035822873.1,XP_035678766.1
LOC118417335,XM_035822875.1,XP_035678768.1
LOC118417336,XM_035822880.1,XP_035678773.1
LOC118417337,XM_035822881.1,XP_035678774.1
LOC118417338,XM_035822882.1,XP_035678775.1
LOC118417339,XM_035822884.1,XP_035678777.1
LOC118417342,XM_035822888.1,XP_035678781.1
LOC118417343,XM_035822892.1,XP_035678785.1
LOC118417345,XM_035822893.1,XP_035678786.1
LOC118417346,XM_035822896.1,XP_035678789.1
