"geneID","transcriptID","proteinID","symbol","description"
111569966,"XM_023272441.3","XP_023128209","LOC111569966","FAST kinase domain-containing protein 5, mitochondrial"
111569954,"XM_035949122.2","XP_035805015","LOC111569954_gpc6b","glypican-6-like"
111569955,"XM_023272428.3","XP_023128196","dct","dopachrome tautomerase"
111569960,"XM_023272433.3","XP_023128201","sox21b","SRY-box transcription factor 21b"
111569959,"XM_055015303.1","XP_054871278","LOC111569959_ENSAOCG00000015158","ATP-binding cassette, sub-family C (CFTR/MRP), member 4.1"
118470435,"XM_055015305.1","XP_054871280","LOC118470435","uncharacterized LOC118470435"
111569961,"XM_023272434.3","XP_023128202","cldn10b","claudin 10b"
111569967,"XM_023272443.3","XP_023128211","LOC111569967_ENSAOCG00000015248","claudin-10"
111569962,"XM_023272437.3","XP_023128205","LOC111569962_CLDN10","claudin-10-like"
111569952,"XM_023272425.3","XP_023128193","dnajc3a","DnaJ (Hsp40) homolog, subfamily C, member 3a"
111569951,"XM_055015012.1","XP_054870987","uggt2","UDP-glucose glycoprotein glucosyltransferase 2"
111569953,"XM_023272426.3","XP_023128194","hs6st3b_HS6ST3","heparan sulfate 6-O-sulfotransferase 3b"
111569971,"XM_055015208.1","XP_054871183","LOC111569971_MBNL2","muscleblind-like protein 2a"
111569957,"XM_023272431.3","XP_023128199","LOC111569957_RAP2A","ras-related protein Rap-2a"
111569956,"XM_023272429.3","XP_023128197","LOC111569956_FARP1","FERM, ARHGEF and pleckstrin domain-containing protein 1"
111581918,"XM_035957265.2","XP_035813158","zmp:0000001200_DOCK9","dedicator of cytokinesis protein 9"
111581911,"XM_023290303.3","XP_023146071","slc15a1a_SLC15A1","solute carrier family 15 member 1a"
111581912,"XM_023290304.3","XP_023146072","stk24a_STK24","serine/threonine kinase 24a (STE20 homolog, yeast)"
111581917,"XM_023290309.3","XP_023146077","ino80da_INO80D","INO80 complex subunit Da"
111581913,"XM_023290305.3","XP_023146073","LOC111581913_NDUFS1","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial"
111586361,"XM_055015296.1","XP_054871271","LOC111586361_ADAM23","disintegrin and metalloproteinase domain-containing protein 23"
111581915,"XM_023290308.3","XP_023146076","cmklr2","chemerin chemokine-like receptor 2"
118469321,"XM_055015634.1","XP_054871609","LOC118469321","protein FAM237A-like"
111586360,"XM_023296049.3","XP_023151817","casp10_ENSAOCG00000008626","caspase 10, apoptosis-related cysteine peptidase"
111586362,"XM_023296053.3","XP_023151821","prkra","protein kinase, interferon-inducible double stranded RNA dependent activator"
111582317,"XM_055015599.1","XP_054871574","osbpl6","oxysterol binding protein-like 6"
111577830,"XM_023284289.3","XP_023140057","LOC111577830_cycsb","cytochrome c-b"
111577829,"XM_023284288.3","XP_023140056","pde11a_ENSAOCG00000000142","phosphodiesterase 11a"
111577837,"XM_023284301.3","XP_023140069","agps","alkylglycerone phosphate synthase"
111577834,"XM_035954652.2","XP_035810545","hnrnpa3","heterogeneous nuclear ribonucleoprotein A3"
111577847,"XM_023284312.3","XP_023140080","nfe2l2a","nfe2 like bZIP transcription factor 2a"
111577839,"XM_035954654.2","XP_035810547","hoxd3a","homeobox D3a"
111577845,"XM_023284310.3","XP_023140078","hoxd4a","homeobox D4a"
111577844,"XM_023284309.3","XP_023140077","hoxd9a","homeobox D9a"
111577842,"XM_023284306.3","XP_023140074","hoxd10a","homeobox D10a"
111577843,"XM_023284307.3","XP_023140075","hoxd11a","homeobox D11a"
111577846,"XM_023284311.3","XP_023140079","hoxd12a","homeobox D12a"
111577841,"XM_023284305.3","XP_023140073","evx2","even-skipped homeobox 2"
111577838,"XM_023284302.3","XP_023140070","lnpa","limb and neural patterns a"
111577833,"XM_023284293.3","XP_023140061","atp5mc3a_ENSAOCG00000004206","ATP synthase membrane subunit c locus 3a"
111577835,"XM_023284296.3","XP_023140064","atf2","activating transcription factor 2"
111577836,"XM_023284300.3","XP_023140068","chn1_ENSAOCG00000004256","chimerin 1"
111574581,"XM_023279264.3","XP_023135032","LOC111574581_CHRNA1","acetylcholine receptor subunit alpha-like"
111574579,"XM_023279263.3","XP_023135031","gpr155a_GPR155","G protein-coupled receptor 155a"
111574582,"XM_023279266.3","XP_023135034","scrn3","secernin 3"
111574592,"XM_023279280.3","XP_023135048","cir1","corepressor interacting with RBPJ, CIR1"
111574593,"XM_023279281.3","XP_023135049","sp9","sp9 transcription factor"
111574594,"XM_023279282.3","XP_023135050","LOC111574594_OLA1","obg-like ATPase 1.1"
111574589,"XM_023279277.3","XP_023135045","sp3a","sp3a transcription factor"
111574595,"XM_023279284.3","XP_023135052","cdca7a","cell division cycle associated 7a"
111574588,"XM_035952390.2","XP_035808283","map3k20a_ENSAOCG00000012734","mitogen-activated protein kinase kinase kinase 20a"
111567280,"XM_023268279.3","XP_023124047","LOC111567280_GORASP2","Golgi reassembly-stacking protein 2-like"
111582175,"XM_023290741.3","XP_023146509","tlk1a_TLK1","tousled-like kinase 1a"
111582173,"XM_035957465.2","XP_035813358","mettl8","methyltransferase 8, methylcytidine"
111582176,"XM_023290742.3","XP_023146510","dcaf17","ddb1 and cul4 associated factor 17"
111582180,"XM_023290750.3","XP_023146518","LOC111582180_cybrd1","plasma membrane ascorbate-dependent reductase CYBRD1"
111582172,"XM_035957468.2","XP_035813361","dync1i2a_DYNC1I2","dynein, cytoplasmic 1, intermediate chain 2a"
111582171,"XM_023290731.3","XP_023146499","LOC111582171_SLC25A12","electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial"
111582178,"XM_023290745.3","XP_023146513","hat1","histone acetyltransferase 1"
111582182,"XM_023290752.3","XP_023146520","dlx1a","distal-less homeobox 1a"
111582181,"XM_023290751.3","XP_023146519","dlx2a_dlx2b","distal-less homeobox 2a"
111582174,"XM_023290737.3","XP_023146505","itga6a_ITGA6","integrin, alpha 6a"
111582177,"XM_023290743.3","XP_023146511","nup62l_ENSAOCG00000018467","nucleoporin 62 like"
111582187,"XM_023290756.3","XP_023146524","pdk1","pyruvate dehydrogenase kinase, isozyme 1"
111582185,"XM_023290753.3","XP_023146521","ppp1r9ala_ENSAOCG00000018580","protein phosphatase 1 regulatory subunit 9A-like A"
111582170,"XM_055015413.1","XP_054871388","rapgef4a_RAPGEF4","Rap guanine nucleotide exchange factor 4a"
111579190,"XM_055015123.1","XP_054871098","gad1a_GAD1","glutamate decarboxylase 1a"
111579191,"XM_055015121.1","XP_054871096","myo3b","myosin IIIB"
111579199,"XM_023286377.3","XP_023142145","sp5a","Sp5 transcription factor a"
111579193,"XM_023286370.3","XP_023142138","ubr3","ubiquitin protein ligase E3 component n-recognin 3"
111579196,"XM_035955512.2","XP_035811405","mettl5","methyltransferase 5, N6-adenosine"
111579194,"XM_023286372.3","XP_023142140","ssb","small RNA binding exonuclease protection factor La"
111579200,"XM_023286378.3","XP_023142146","klhl23","kelch-like family member 23"
111579197,"XM_023286374.3","XP_023142142","phgdh","phosphoglycerate dehydrogenase"
111579206,"XM_023286387.3","XP_023142155","cfap210_ENSAOCG00000020438","cilia and flagella associated protein 210"
111579202,"XM_023286384.3","XP_023142152","ppig","peptidylprolyl isomerase G (cyclophilin G)"
111579201,"XM_023286379.3","XP_023142147","fastkd1","FAST kinase domains 1"
111579204,"XM_023286385.3","XP_023142153","klhl41a","kelch-like family member 41a"
111579205,"XM_023286386.3","XP_023142154","bbs5","Bardet-Biedl syndrome 5"
111579198,"XM_035955510.2","XP_035811403","col28a2a","collagen, type XXVIII, alpha 2a"
111579207,"XM_023286390.3","XP_023142158","LOC111579207_ATP5F1B","ATP synthase subunit beta, mitochondrial-like"
111579208,"XM_035955491.2","XP_035811384","zgc:172182","coiled-coil domain-containing protein 89"
111579209,"XM_035955500.2","XP_035811393","lrp2a","low density lipoprotein receptor-related protein 2a"
111572827,"XM_055015431.1","XP_054871406","rdh1","retinol dehydrogenase 1"
111572826,"XM_023276658.3","XP_023132426","LOC111572826_dhrs9","retinol dehydrogenase 7-like"
118469089,"XM_035951164.2","XP_035807057","LOC118469089","retinol dehydrogenase 7-like.2"
111572824,"XM_035951173.2","XP_035807066","abcb11a_ENSAOCG00000015979","ATP-binding cassette, sub-family B (MDR/TAP), member 11a"
111572820,"XM_023276649.3","XP_023132417","LOC111572820_ENSAOCG00000016009","bile salt export pump-like.1"
111572823,"XM_023276651.3","XP_023132419","LOC111572823_G6PC2","glucose-6-phosphatase 2"
111572812,"XM_023276638.3","XP_023132406","spc25","SPC25 component of NDC80 kinetochore complex"
111572810,"XM_023276637.3","XP_023132405","nostrin","nitric oxide synthase trafficking"
111572807,"XM_023276632.3","XP_023132400","cers6","ceramide synthase 6"
111572806,"XM_035951166.2","XP_035807059","stk39","serine threonine kinase 39"
111572819,"XM_023276648.3","XP_023132416","b3galt1b_B3GALT1","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1b"
111572802,"XM_023276622.3","XP_023132390","xirp2b_XIRP2","xin actin binding repeat containing 2b"
111578253,"XM_055015235.1","XP_054871210","csrnp3","cysteine-serine-rich nuclear protein 3"
111578252,"XM_055015234.1","XP_054871209","galnt3","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)"
111578251,"XM_023284904.3","XP_023140672","ttc21b","tetratricopeptide repeat domain 21B"
111578250,"XM_055015229.1","XP_054871204","scn1laa","sodium channel, voltage-gated, type I-like, alpha"
111578254,"XM_023284911.3","XP_023140679","slc38a11","solute carrier family 38 member 11"
111578255,"XM_023284912.3","XP_023140680","cobll1b_ENSAOCG00000002793","cordon-bleu WH2 repeat protein-like 1b"
111575743,"XM_035953217.2","XP_035809110","grb14","growth factor receptor-bound protein 14"
111575756,"XM_023281073.3","XP_023136841","fign","fidgetin"
111575739,"XM_035953220.2","XP_035809113","LOC111575739_KCNH7","potassium channel, voltage gated eag related subfamily H, member 7"
111575744,"XM_023281055.3","XP_023136823","ifih1","interferon induced with helicase C domain 1"
111575747,"XM_023281059.3","XP_023136827","fap_ENSAOCG00000000982","fibroblast activation protein, alpha"
111575748,"XM_023281060.3","XP_023136828","gcgb","glucagon b"
111575746,"XM_023281058.3","XP_023136826","slc4a10b_SLC4A10","solute carrier family 4 member 10b"
111575752,"XM_023281067.3","XP_023136835","tbr1b","T-box brain transcription factor 1b"
111575755,"XM_023281071.3","XP_023136839","tank_ENSAOCG00000014504","TRAF family member-associated NFKB activator"
111575741,"XM_023281048.3","XP_023136816","LOC111575741_RBMS1","RNA-binding motif, single-stranded-interacting protein 1"
111575745,"XM_023281056.3","XP_023136824","cd302","CD302 molecule"
111575749,"XM_023281061.3","XP_023136829","LOC111575749","bromodomain adjacent to zinc finger domain protein 2B"
111575753,"XM_055014917.1","XP_054870892","LOC111575753_WDSUB1","WD repeat, SAM and U-box domain-containing protein 1-like"
111575740,"XM_055014914.1","XP_054870889","tanc1b_TANC1","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1b"
111577014,"XM_023283072.3","XP_023138840","dap1b_DAPL1","death associated protein 1b"
111577011,"XM_023283063.3","XP_023138831","LOC111577011_PKP4","plakophilin-4"
111577015,"XM_023283073.3","XP_023138841","LOC111577015","coiled-coil domain-containing protein 148"
111577017,"XM_023283076.3","XP_023138844","LOC111577017","uncharacterized LOC111577017"
111577016,"XM_023283075.3","XP_023138843","upp2","uridine phosphorylase 2"
111577018,"XM_023283077.3","XP_023138845","LOC111577018_ENSAOCG00000009188","uncharacterized protein C7orf57 homolog"
111577012,"XM_023283070.3","XP_023138838","LOC111577012_ENSAOCG00000009169","activin receptor type-1-like"
111573304,"XM_023277396.3","XP_023133164","LOC111573304_ACVR1C","activin receptor type-1C"
111573316,"XM_023277413.3","XP_023133181","cytip","cytohesin 1 interacting protein"
111573321,"XM_023277421.3","XP_023133189","LOC111573321_ENSAOCG00000017767","uncharacterized LOC111573321"
111573307,"XM_023277400.3","XP_023133168","LOC111573307_GALNT5","polypeptide N-acetylgalactosaminyltransferase 5"
111573311,"XM_023277406.3","XP_023133174","nr4a2a","nuclear receptor subfamily 4, group A, member 2a"
111573314,"XM_023277411.3","XP_023133179","kcnj3a_KCNJ3","potassium inwardly rectifying channel subfamily J member 3a"
111573305,"XM_023277398.3","XP_023133166","galnt13","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13"
111573322,"XM_023277422.3","XP_023133190","rprma","reprimo, TP53 dependent G2 arrest mediator candidate a"
111573309,"XM_023277405.3","XP_023133173","prpf40a","PRP40 pre-mRNA processing factor 40 homolog A"
111573308,"XM_055015110.1","XP_054871085","fmnl2a_FMNL2","formin-like 2a"
111573306,"XM_023277399.3","XP_023133167","sumo3b_ENSAOCG00000017387","small ubiquitin like modifier 3b"
111573317,"XM_023277414.3","XP_023133182","pttg1ipb_ENSAOCG00000017371","PTTG1 interacting protein b"
111588500,"XM_023298919.3","XP_023154687","myo10l3_ENSAOCG00000016639","myosin X, like 3"
111588497,"XM_023298917.3","XP_023154685","glb1l","galactosidase, beta 1-like"
111588496,"XM_023298915.3","XP_023154683","ankzf1_ENSAOCG00000016723","ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1"
111588503,"XM_055015363.1","XP_054871338","LOC111588503_ENSAOCG00000016762","uncharacterized LOC111588503"
111588501,"XM_023298921.3","XP_023154689","tra2b","transformer 2 beta homolog"
111588498,"XM_023298918.3","XP_023154686","igf2bp2a","insulin-like growth factor 2 mRNA binding protein 2a"
111588504,"XM_023298928.3","XP_023154696","tmem41aa","transmembrane protein 41aa"
111588505,"XM_023298929.3","XP_023154697","ehhadh","enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase"
111588502,"XM_023298926.3","XP_023154694","zgc:162707","UPF0524 protein C3orf70 homolog B"
111588581,"XM_023299027.3","XP_023154795","smarcal1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1"
111588582,"XM_023299028.3","XP_023154796","nme9","NME/NM23 family member 9"
111588583,"XM_035943235.2","XP_035799128","marchf4b_ENSAOCG00000014210","membrane associated ring-CH-type finger 4b"
111588579,"XM_023299024.3","XP_023154792","LOC111588579","collagen alpha-2(VI) chain-like"
111588580,"XM_023299025.3","XP_023154793","xrcc5","X-ray repair complementing defective repair in Chinese hamster cells 5"
111575584,"XM_023280806.3","XP_023136574","tmem169b_TMEM169","transmembrane protein 169b"
111575578,"XM_055015067.1","XP_054871042","pfkla_PFKL","phosphofructokinase, liver a"
111575579,"XM_023280797.3","XP_023136565","LOC111575579","uncharacterized LOC111575579"
111575582,"XM_055015064.1","XP_054871039","si:ch211-45c16.2_MAP3K13","mitogen-activated protein kinase kinase kinase 13"
111575581,"XM_055014919.1","XP_054870894","trpm2","transient receptor potential cation channel, subfamily M, member 2"
111575583,"XM_055015534.1","XP_054871509","LOC111575583_hycc2","hyccin 2"
111562391,"XM_055015538.1","XP_054871513","LOC111562391_ENSAOCG00000013769","CASP8 and FADD-like apoptosis regulator"
111562387,"XM_035943803.2","XP_035799696","dip2a","disco-interacting protein 2 homolog A"
111562396,"XM_023260894.3","XP_023116662","si:dkeyp-118h9.7_ENSAOCG00000014036","sacsin"
111562395,"XM_035943811.2","XP_035799704","LOC111562395_ENSAOCG00000014051","zinc finger protein 239"
111562394,"XM_023260892.3","XP_023116660","prmt2","protein arginine methyltransferase 2"
111562397,"XM_023260895.3","XP_023116663","ercc1","excision repair cross-complementation group 1"
111562390,"XM_023260885.3","XP_023116653","sona","SON DNA and RNA binding protein a"
111562388,"XM_023260884.3","XP_023116652","LOC111562388_ENSAOCG00000014104","neuroligin-4, X-linked-like"
111562398,"XM_035943812.2","XP_035799705","LOC111562398_ENSAOCG00000014176","matrix-remodeling-associated protein 5-like"
111562392,"XM_023260888.3","XP_023116656","arsh_ENSAOCG00000014206","arylsulfatase H"
111588275,"XM_055015062.1","XP_054871037","si:ch211-39i22.1","microtubule-actin cross-linking factor 1"
111588277,"XM_023298556.3","XP_023154324","snx4","sorting nexin 4"
111588276,"XM_023298555.3","XP_023154323","LOC111588276_ihha","indian hedgehog B protein-like.1"
111588271,"XM_023298542.3","XP_023154310","LOC111588271_BIN1","myc box-dependent-interacting protein 1"
111588273,"XM_023298551.3","XP_023154319","tmem198a_ENSAOCG00000007894","transmembrane protein 198a"
111588272,"XM_023298550.3","XP_023154318","desma","desmin a"
111588270,"XM_023298540.3","XP_023154308","ptprna","protein tyrosine phosphatase receptor type Na"
111572886,"XM_055015407.1","XP_054871382","dnajb2","DnaJ heat shock protein family (Hsp40) member B2"
111572890,"XM_023276764.3","XP_023132532","tuba8l3_ENSAOCG00000012920","tubulin, alpha 8 like 3"
111572892,"XM_023276767.3","XP_023132535","LOC111572892","tubulin alpha chain-like.1"
111572891,"XM_023276765.3","XP_023132533","LOC111572891_tuba8l2","tubulin alpha chain-like"
111572893,"XM_023276768.3","XP_023132536","pofut2","protein O-fucosyltransferase 2"
111572884,"XM_035951214.2","XP_035807107","abca12","ATP-binding cassette, sub-family A (ABC1), member 12"
111572887,"XM_035951219.2","XP_035807112","bard1_ENSAOCG00000012449","BRCA1 associated RING domain 1"
